index,Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
6190,"Golf My Way: The Instructional Classic, Revised and Updated","A new edition of the golfing handbook presents a practical guide to playing golf according to the system and method of the superstar golfer, including details on golfing equipment, technique, attitude, and strategy. Original. 60,000 first printing.","['Jack Nicklaus', 'Ken Bowden']",http://books.google.com/books/content?id=n4rrqfRLqO0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=n4rrqfRLqO0C&printsec=frontcover&dq=Golf+My+Way:+The+Instructional+Classic,+Revised+and+Updated&hl=&cd=1&source=gbs_api",Simon and Schuster,2005-03-07,"http://books.google.com/books?id=n4rrqfRLqO0C&dq=Golf+My+Way:+The+Instructional+Classic,+Revised+and+Updated&hl=&source=gbs_api",['Sports & Recreation'],1.0
6191,"Description & Setting: Techniques and Exercises for Crafting a Believable World of People, Places, and Events (Write Great Fiction)","Description is most powerful when it's visible, aural, tactile. Make your descriptions fresh and they'll move your story forward, imbue your work with atmosphere, create that tang of feeling that editors cry for and readers crave. Monica Wood helps you squeeze the greatest flavor from the language. She segments description like an orange, separating its slices to let you sample each one. You'll learn about: Detail, and how you can use description to awaken the reader's senses of touch, taste, hearing, smell and sight Plot, from advancing story using only relevant description—and how to edit out sluggish, reader-stopping writing Style, and the use of description to create a mood that matches your story's content Point of view, how selecting omniscient, first person or third person limited narrative influences the descriptive freedom you have Creating original word depictions of people, animals, places, weather and movement Wood teaches by example, developing stories with characters in various situations, to show you how you can apply description techniques. You'll also see samples of work by such noted writers as Mark Helprin, Anne Tyler and Raymond Carver. And you'll find the dos and don'ts, lists and descriptive alternatives to common verbs and nouns, and tips for editing your work.",['Monica Wood'],http://books.google.com/books/content?id=RcFRxBrj62kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=RcFRxBrj62kC&q=Description&dq=Description&hl=&cd=1&source=gbs_api,Writer's Digest Books,1995,http://books.google.com/books?id=RcFRxBrj62kC&dq=Description&hl=&source=gbs_api,['Reference'],4.0
6192,The Boat of a Million Years,"A New York Times Notable Book and Hugo and Nebula Award Finalist: This epic chronicle of ten immortals over the course of history “succeeds admirably” (The New York Times). The immortals are ten individuals born in antiquity from various cultures. Immune to disease, able to heal themselves from injuries, they will never die of old age—although they can fall victim to catastrophic wounds. They have walked among mortals for millennia, traveling across the world, trying to understand their special gifts while searching for one another in the hope of finding some meaning in a life that may go on forever. Following their individual stories over the course of human history and beyond into a richly imagined future, “one of science fiction’s most revered writers” (USA Today) weaves a broad tapestry that is “ambitious in scope, meticulous in detail, polished in style” (Library Journal).",['Poul Anderson'],http://books.google.com/books/content?id=BrxjDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=BrxjDwAAQBAJ&pg=PP1&dq=The+Boat+of+a+Million+Years&hl=&cd=1&source=gbs_api,Open Road Media,2018-09-18,https://play.google.com/store/books/details?id=BrxjDwAAQBAJ&source=gbs_api,['Fiction'],12.0
6193,Grey Seas Under,"The author of Never Cry Wolf chronicles eighteen years in the life of Foundation Franklin, a sea-going tugboat involved in dozens of rescues at sea between 1930 and 1948. Reprint.",['Farley Mowat'],http://books.google.com/books/content?id=6MNjvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=6MNjvgAACAAJ&dq=Grey+Seas+Under&hl=&cd=1&source=gbs_api,Lyons Press,2001,http://books.google.nl/books?id=6MNjvgAACAAJ&dq=Grey+Seas+Under&hl=&source=gbs_api,['History'],3.0
6194,The founder's dilemma. (managing growing companies) (Entreprising CEO): An article from: Chief Executive (U.S.),"The #1 international best seller In Lean In, Sheryl Sandberg reignited the conversation around women in the workplace. Sandberg is chief operating officer of Facebook and coauthor of Option B with Adam Grant. In 2010, she gave an electrifying TED talk in which she described how women unintentionally hold themselves back in their careers. Her talk, which has been viewed more than six million times, encouraged women to “sit at the table,” seek challenges, take risks, and pursue their goals with gusto. Lean In continues that conversation, combining personal anecdotes, hard data, and compelling research to change the conversation from what women can’t do to what they can. Sandberg provides practical advice on negotiation techniques, mentorship, and building a satisfying career. She describes specific steps women can take to combine professional achievement with personal fulfillment, and demonstrates how men can benefit by supporting women both in the workplace and at home. Written with humor and wisdom, Lean In is a revelatory, inspiring call to action and a blueprint for individual growth that will empower women around the world to achieve their full potential.",['Sheryl Sandberg'],http://books.google.com/books/content?id=y9_mxZLYiiMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=y9_mxZLYiiMC&printsec=frontcover&dq=The+founder%27s+dilemma.+(managing+growing+companies)+(Entreprising+CEO):+An+article+from:+Chief+Executive+(U.S.)&hl=&cd=1&source=gbs_api,Knopf,2013-03-11,https://play.google.com/store/books/details?id=y9_mxZLYiiMC&source=gbs_api,['Biography & Autobiography'],3756.0
6195,Kendo: The Definitive Guide,"This comprehensive guide to Kendo features easy-to-follow line drawings toemonstrate techniques, basic information on equipment and lists of officialules and clubs. The book is aimed at beginners and experts alike.",['Hiroshi Ozawa'],http://books.google.com/books/content?id=aRQoz5S_OhIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=aRQoz5S_OhIC&printsec=frontcover&dq=Kendo:+The+Definitive+Guide&hl=&cd=1&source=gbs_api,Kodansha International,1997,http://books.google.nl/books?id=aRQoz5S_OhIC&dq=Kendo:+The+Definitive+Guide&hl=&source=gbs_api,['Sports & Recreation'],6.0
6196,Midland: The Way We Were (MI) (Images of America),"Alden Dow (active 1930s-1970s) produced more than five hundred designs—often daringly modern structures. This book traces Alden Dow's life and work as well as the intensely personal philosophy that governed everything he did: houses, churches, schools, business and civic structures, and even a new town in Texas. Dow changed the face of his hometown of Midland, Michigan, leaving more than one hundred buildings, including his Home and Studio, a National Historic Landmark. 185 color and 220 black-and-white illustrations.","['Diane Maddex', 'Alden B. Dow']",http://books.google.com/books/content?id=hL2pAx4Ew3wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=hL2pAx4Ew3wC&pg=PA233&dq=Midland:+The+Way+We+Were+(MI)+(Images+of+America)&hl=&cd=1&source=gbs_api,W. W. Norton & Company,2007,http://books.google.com/books?id=hL2pAx4Ew3wC&dq=Midland:+The+Way+We+Were+(MI)+(Images+of+America)&hl=&source=gbs_api,['Architecture'],1.0
6197,Who's That Baby?: New-Baby Songs,"Short poems and songs reflect the life of a newborn baby, as he or she meets various relatives and learns about the world.",['Sharon Creech'],http://books.google.com/books/content?id=A1lEke53jQUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=A1lEke53jQUC&printsec=frontcover&dq=Who%27s+That+Baby%3F:+New-Baby+Songs&hl=&cd=1&source=gbs_api,Harper Collins,2005-08-23,http://books.google.com/books?id=A1lEke53jQUC&dq=Who%27s+That+Baby%3F:+New-Baby+Songs&hl=&source=gbs_api,['Juvenile Nonfiction'],3.0
6198,Scaredy Cat: A Novel,"Now, killing is a team sport. It was a vicious, calculated murder. The killer selected his victim at London's Euston station, followed her home on the tube, strangled her to death in front of her child. At the same time, killed in the same way, a second body is discovered at the back of King’s Cross station. It is a grisly coincidence that eerily echoes the murder of two other women, stabbed to death months before on the same day. It is DI Tom Thorne who sees the link and comes to a horrifying conclusion. This is not a serial killer that the police are up against. This is two of them. Finding the body used to be the worst part of the job, but not any more. Now each time a body is found, Thorne must live with the knowledge that somewhere out there is a second victim, waiting to be discovered. But whilst the methods might be the same, the manner of the killings is strikingly different. Thorne comes to realise that he is hunting two very different killers. One is ruthless and in control, while his partner in crime is submissive, compliant, terrified. Thorne must catch a man whose need to manipulate is as great as his need to kill, a man who will threaten those closest to Thorne himself, a man, who will show him that the ability to inspire terror, is the deadliest weapon of all...",['Mark Billingham'],http://books.google.com/books/content?id=Fb8TAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=Fb8TAAAAQBAJ&printsec=frontcover&dq=Scaredy+Cat:+A+Novel&hl=&cd=1&source=gbs_api,Grove Press,2013,http://books.google.nl/books?id=Fb8TAAAAQBAJ&dq=Scaredy+Cat:+A+Novel&hl=&source=gbs_api,['Fiction'],14.0
6199,Moving Forward,"“Moving Forward arrives at a moment when inspiration, insight, and optimism are in short supply. Karine Jean-Pierre delivers all three in abundance.” —Stacey Abrams, author of Lead from the Outside “Karine Jean-Pierre illuminates her path to insider status so others can follow in her footsteps.”—Essence “Jean-Pierre inspires us to get involved in politics—every single one of us, no matter where we are from or who we are.”—The Atlantic Most political origin stories have the same backbone. A bright young person starts reading the Washington Post in elementary school. She skips school to see a presidential candidate. In middle school she canvasses door-to-door. The story can be intimidating. It reinforces the feeling that politics is a closed system: if you weren’t participating in debate club, the Young Democrats and Model UN you have no chance. Karine Jean-Pierre’s story breaks the mold. In Moving Forward, she tells how she got involved, showing how politics can be accessible to anyone, no matter their background. In today’s political climate, the need for all of us to participate has never been more crucial. This book is her call to arms for those who know that now is the time for us to act.",['Karine Jean-Pierre'],http://books.google.com/books/content?id=q42PDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=q42PDwAAQBAJ&printsec=frontcover&dq=Moving+Forward&hl=&cd=1&source=gbs_api,Harlequin,2019-11-05,https://play.google.com/store/books/details?id=q42PDwAAQBAJ&source=gbs_api,['Biography & Autobiography'],1.0
6200,The Gruffalo (Picture Books),"A clever mouse uses the threat of a terrifying creature to keep from being eaten by a fox, an owl, and a snake--only to have to outwit that creature as well.",['Julia Donaldson'],http://books.google.com/books/content?id=abpgxAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=abpgxAEACAAJ&dq=The+Gruffalo+(Picture+Books)&hl=&cd=1&source=gbs_api,Dial Books,2005-02,http://books.google.com/books?id=abpgxAEACAAJ&dq=The+Gruffalo+(Picture+Books)&hl=&source=gbs_api,['Juvenile Fiction'],27.0
6201,Gone Tomorrow: The Hidden Life Of Garbage,"“A galvanizing exposé” of America’s trash problem from plastic in the ocean to “wasteful packaging, bogus recycling, and flawed landfills and incinerators” (Booklist, starred review). Eat a take-out meal, buy a pair of shoes, or read a newspaper, and you’re soon faced with a bewildering amount of garbage. The United States is the planet’s number-one producer of trash. Each American throws out 4.5 pounds daily. But garbage is also a global problem. Today, the Pacific Ocean contains six times more plastic waste than zooplankton. How did we end up with this much rubbish, and where does it all go? Journalist and filmmaker Heather Rogers answers these questions by taking readers on a grisly and fascinating tour through the underworld of garbage. Gone Tomorrow excavates the history of rubbish handling from the nineteenth century to the present, pinpointing the roots of today’s waste-addicted society. With a “lively authorial voice,” Rogers draws connections between modern industrial production, consumer culture, and our throwaway lifestyle (New York Press). She also investigates the politics of recycling and the export of trash to poor countries, while offering a potent argument for change. “A clear-thinking and peppery writer, Rogers presents a galvanizing exposé of how we became the planet’s trash monsters. . . . [Gone Tomorrow] details everything that is wrong with today’s wasteful packaging, bogus recycling, and flawed landfills and incinerators. . . . Rogers exhibits black-belt precision.” —Booklist, starred review",['Heather Rogers'],http://books.google.com/books/content?id=Qkj8LAh6UXQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=Qkj8LAh6UXQC&printsec=frontcover&dq=Gone+Tomorrow:+The+Hidden+Life+Of+Garbage&hl=&cd=1&source=gbs_api,"New Press, The",2013-03-05,https://play.google.com/store/books/details?id=Qkj8LAh6UXQC&source=gbs_api,['Political Science'],5.0
6202,The Weathermakers,"The #1 international bestseller on climate change that’s been endorsed by policy makers, scientists, writers and energy executives around the world. Tim Flannery’s The Weather Makers contributed in bringing the topic of global warming to worldwide prominence. For the first time, a scientist provided an accessible and comprehensive account of the history, current status, and future impact of climate change, writing what has been acclaimed by reviewers everywhere as the definitive book on global warming. With one out of every five living things on this planet committed to extinction by the levels of greenhouse gases that will accumulate in the next few decades, we are reaching a global climatic tipping point. The Weather Makers is both an urgent warning and a call to arms, outlining the history of climate change, how it will unfold over the next century, and what we can do to prevent a cataclysmic future. Originally somewhat of a global warming skeptic, Tim Flannery spent several years researching the topic and offers a connect-the-dots approach for a reading public who has received patchy or misleading information on the subject. Pulling on his expertise as a scientist to discuss climate change from a historical perspective, Flannery also explains how climate change is interconnected across the planet. This edition includes a new afterword by the author. “An authoritative, scientifically accurate book on global warming that sparkles with life, clarity, and intelligence.” —The Washington Post",['Tim Flannery'],http://books.google.com/books/content?id=-X2EAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=-X2EAAAAQBAJ&pg=PP1&dq=The+Weathermakers&hl=&cd=1&source=gbs_api,Open Road + Grove/Atlantic,2007-12-01,https://play.google.com/store/books/details?id=-X2EAAAAQBAJ&source=gbs_api,['Nature'],9.0
6203,Earth Under Fire: Humanity's Survival of the Ice Age,"In Earth Under Fire, Paul LaViolette investigates the connection between ancient world catastrophe myths and modern scientific evidence of a galactic destruction cycle, demonstrating how past civilizations accurately recorded the causes of these cataclysmic events, knowledge of which may be crucial for the human race to survive the next catastrophic superwave cycle.",['Paul A. LaViolette'],http://books.google.com/books/content?id=FRr231sanc4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=FRr231sanc4C&printsec=frontcover&dq=Earth+Under+Fire:+Humanity%27s+Survival+of+the+Ice+Age&hl=&cd=1&source=gbs_api,Inner Traditions / Bear & Co,2005-10-25,http://books.google.com/books?id=FRr231sanc4C&dq=Earth+Under+Fire:+Humanity%27s+Survival+of+the+Ice+Age&hl=&source=gbs_api,"['Body, Mind & Spirit']",2.0
6204,Against His Will,"They tried to resist each other, but it was impossible. Soon their passions were unleashed, and their self-control went to the dogs . . . FBI agent Jake Donnelly is not the kind of man who names a dog ""Muffin."" Especially not a jowly bulldog. But now Jake's Aunt Sophie has left him her beloved Muffin, along with a sizable inheritance that has some strings attached. Jake and Muffin have to attend a two-week therapy course designed to work out any bonding issues they may have. Enter Leanne Crosby, a pet shrink and owner of a luxury pet spa complete with private counseling sessions, a doggie dating service, and plenty of quirky advice on proper pet parenting. When the gorgeous and brilliant Dr. Crosby sets out to help Jake and Muffin become soulmates, it soon becomes obvious that she and Jake are falling in puppy love.",['Trish Jensen'],http://books.google.com/books/content?id=7KBkmJ6i504C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=7KBkmJ6i504C&pg=PA75&dq=Against+His+Will&hl=&cd=1&source=gbs_api,BelleBooks,2012-08-10,https://play.google.com/store/books/details?id=7KBkmJ6i504C&source=gbs_api,['Fiction'],2.0
6205,Invasion of France & Germany: 1944 - 1945 - Volume 11,"On 16 May 1940 an emergency meeting of the French High Command was called at the Quai d'Orsay in Paris. The German army had broken through the French lines on the River Meuse at Sedan and elsewhere, only five days after launching their attack. Churchill, who had been telephoned by Prime Minister Reynaud the previous evening to be told that the French were beaten, rushed to Paris to meet the French leaders. The mood in the meeting was one of panic and despair; there was talk of evacuating Paris. Churchill asked Gamelin, the French Commander in Chief, 'Where is the strategic reserve?' 'There is none,' replied Gamelin. This exciting book by Julian Jackson, a leading historian of twentieth-century France, charts the breathtakingly rapid events that led to the defeat and surrender of one of the greatest bastions of the Western Allies, and thus to a dramatic new phase of the Second World War. The search for scapegoats for the most humiliating military disaster in French history began almost at once: were miscalculations by military leaders to blame, or was this an indictment of an entire nation? Using eyewitness accounts, memoirs, and diaries, Julian Jackson recreates, in gripping detail, the intense atmosphere and dramatic events of these six weeks in 1940, unravelling the historical evidence to produce a fresh answer to the perennial question of whether the fall of France was inevitable.",['Julian Jackson'],http://books.google.com/books/content?id=ADasvbSMGUEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ADasvbSMGUEC&printsec=frontcover&dq=Invasion+of+France&hl=&cd=1&source=gbs_api,OUP Oxford,2004-04-22,https://play.google.com/store/books/details?id=ADasvbSMGUEC&source=gbs_api,['History'],1.0
6206,Baghdad Burning: Girl Blog from Iraq,"Since the fall of Bagdad, women’s voices have been largely erased, but four months after Saddam Hussein’s statue fell, a 24 year-old woman from Baghdad began blogging. In 2003, a twenty-four-year-old woman from Baghdad began blogging about life in the city under the pseudonym Riverbend. Her passion, honesty, and wry idiomatic English made her work a vital contribution to our understanding of post-war Iraq—and won her a large following. Baghdad Burning is a quotidian chronicle of Riverbend’s life with her family between April 2003 and September of 2004. She describes rolling blackouts, intermittent water access, daily explosions, gas shortages and travel restrictions. She also expresses a strong stance against the interim government, the Bush administration, and Islamic fundamentalists like Al Sadr and his followers. Her book “offers quick takes on events as they occur, from a perspective too often overlooked, ignored or suppressed” (Publishers Weekly). “Riverbend is bright and opinionated, true, but like all voices of dissent worth remembering, she provides an urgent reminder that, whichever governments we struggle under, we are all the same.” —Booklist “Feisty and learned: first-rate reading for any American who suspects that Fox News may not be telling the whole story.” —Kirkus",['Riverbend'],http://books.google.com/books/content?id=AM5tDCXxZOkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=AM5tDCXxZOkC&printsec=frontcover&dq=Baghdad+Burning:+Girl+Blog+from+Iraq&hl=&cd=1&source=gbs_api,The Feminist Press at CUNY,2005-04-01,https://play.google.com/store/books/details?id=AM5tDCXxZOkC&source=gbs_api,['History'],3.0
6207,Jeffrey Kacirk's Forgotten English: A 365-Day Calendar of Vanishing Vocabulary and Folklore,"Noise is usually defined as unwanted sound: loud music from a neighbor, the honk of a taxicab, the roar of a supersonic jet. But as Garret Keizer illustrates in this probing examination, noise is as much about what we want as about what we seek to avoid. It has been a byproduct of human striving since ancient times even as it has become a significant cause of disease in our own. At heart, noise provides a key for understanding some of our most pressing issues, from social inequality to climate change. In a journey that leads us from the Tanzanian veldt to the streets of New York, Keizer deftly explores the political ramifications of noise, America's central role in a loud world, and the environmental sustainability of a quieter one. The result is a deeply satisfying book -- one guaranteed to change how we hear the world, and how we measure our own personal volume within it.",['Garret Keizer'],http://books.google.com/books/content?id=yZ44DgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=yZ44DgAAQBAJ&pg=PT297&dq=Jeffrey+Kacirk%27s+Forgotten+English:+A+365-Day+Calendar+of+Vanishing+Vocabulary+and+Folklore&hl=&cd=1&source=gbs_api,Hachette UK,2010-05-04,https://play.google.com/store/books/details?id=yZ44DgAAQBAJ&source=gbs_api,['Science'],9.0
6208,How Do I Teach This Kid?,"""This resource provides special education teachers, therapists, parents, and home-based therapists with practical, easy-to-implement ideas for creating over 80 work tasks or boxes to be used to teach students to work independently and for an established length of time. This book contains classroom and home-tested ideas for addressing skills in six different areas: sorting, matching, reading, writing, mathematics, and motor tasks.""--The back cover.",['Kimberly A. Henry'],http://books.google.com/books/content?id=G6zeaMFGVUIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=G6zeaMFGVUIC&printsec=frontcover&dq=How+Do+I+Teach+This+Kid%3F&hl=&cd=1&source=gbs_api,Future Horizons,2005,http://books.google.com/books?id=G6zeaMFGVUIC&dq=How+Do+I+Teach+This+Kid%3F&hl=&source=gbs_api,['Education'],2.0
6209,Literary Book of Economics,"Presents an innovative approach to economic education and literacy. Building on empirical research showing that economic principles are best learned when integrated into other fields, the author uses seventy-eight selections from classic and contemporary fiction, drama, poetry, and prose to give flesh to more than twenty major economic concepts, issues, and themes.",['Michael Watts'],http://books.google.com/books/content?id=RphkAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=RphkAAAAMAAJ&q=Literary+Book+of+Economics&dq=Literary+Book+of+Economics&hl=&cd=1&source=gbs_api,Isi Books,2003,http://books.google.com/books?id=RphkAAAAMAAJ&dq=Literary+Book+of+Economics&hl=&source=gbs_api,['Literary Criticism'],1.0
6210,As for Me and My House,"Most books on marriage offer ten easy steps and twenty-five proven principles for achieving marital bliss. But Walter Wangerin side-steps such easy answers and offers us instead an intimate portrait of his own courtship and thirty-two year marriage-and a pastoral view of married life that inspires readers to view their own marriages with new honesty and hope. Wangerin's six tasks of marriage encourages couples to better understand and happily live out the vows they made, giving them tools to nurture and maintain a strong marital relationship. In his endorsement, Philip Yancey accurately describes this book as ""an enduring classic and a book of wisdom, beauty, compassion, and piercing honesty.""",['Walter Wangerin Jr.'],http://books.google.com/books/content?id=78VLi8EFIVkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=78VLi8EFIVkC&printsec=frontcover&dq=As+for+Me+and+My+House&hl=&cd=1&source=gbs_api,Thomas Nelson,2001-06-03,https://play.google.com/store/books/details?id=78VLi8EFIVkC&source=gbs_api,['Family & Relationships'],3.0
6211,Critical Thinking Skills (Palgrave Study Skills),"The second edition of this leading guide helps students to develop reflective thinking skills, improve their critical analysis and construct arguments more effectively.Written byStella Cottrell, leader in the field with over 1/2 million book sales to date, this text breaks down a complex subject into easily understood blocks, providing easy-to-follow, step-by-step explanations and practiceactivities to develop understanding and practise your skillsat each stage.Essential for students who are mystified by tutor comments such as 'more critical analysis needed', this is an invaluable tool for anyone wishing to develop advanced skills in this area and learn to apply them to tasks such as reading, writing and note-taking. Now in two-colour, this edition has been fully revised and contains a brand new chapter on 'Critical Reflection' along with additional material on essays and referencing.",['Stella Cottrell'],http://books.google.com/books/content?id=OfYXYgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=OfYXYgEACAAJ&dq=Critical+Thinking+Skills+(Palgrave+Study+Skills)&hl=&cd=1&source=gbs_api,Palgrave Macmillan,2011-05-15,http://books.google.com/books?id=OfYXYgEACAAJ&dq=Critical+Thinking+Skills+(Palgrave+Study+Skills)&hl=&source=gbs_api,['Study Aids'],1.0
6212,Text-book on spherical astronomy,This new revision of a standard work gives a general but comprehensive introduction to positional astronomy. Useful for researchers as well as undergraduates.,"['William Marshall Smart', 'W. M. Smart', 'R. M. Green']",http://books.google.com/books/content?id=W0f2vc2EePUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=W0f2vc2EePUC&printsec=frontcover&dq=Text-book+on+spherical+astronomy&hl=&cd=1&source=gbs_api,Cambridge University Press,1977-07-07,http://books.google.com/books?id=W0f2vc2EePUC&dq=Text-book+on+spherical+astronomy&hl=&source=gbs_api,['Science'],1.0
6213,Goddess: A Celebration in Art and Literature,"This reference offers reliable knowledge about women's diverse faith practices throughout history and prehistory, and across cultures. • Offers nearly 300 reference articles by international scholars of religion, women, and history • Provides an overview of the religious experiences of women across time, faiths, and cultures • Devotes sections to particular religious traditions to provide information about the role of women and the feminine devine within those faiths • Presents reference information about the experiences of women within religions • Directs the user to additional resources via suggestions for further reading and an end-of-work bibliography",['Susan de-Gaia'],http://books.google.com/books/content?id=jt91DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=jt91DwAAQBAJ&pg=RA1-PA311&dq=Goddess:+A+Celebration+in+Art+and+Literature&hl=&cd=1&source=gbs_api,ABC-CLIO,2018-11-30,https://play.google.com/store/books/details?id=jt91DwAAQBAJ&source=gbs_api,['Religion'],1.0
6214,Hold on to Your Kids: Why Parents Need to Matter More Than Peers,"A psychologist with a reputation for penetrating to the heart of complex parenting issues joins forces with a physician and bestselling author to tackle one of the most disturbing and misunderstood trends of our time -- peers replacing parents in the lives of our children. Dr. Neufeld has dubbed this phenomenon peer orientation, which refers to the tendency of children and youth to look to their peers for direction: for a sense of right and wrong, for values, identity and codes of behaviour. But peer orientation undermines family cohesion, poisons the school atmosphere, and fosters an aggressively hostile and sexualized youth culture. It provides a powerful explanation for schoolyard bullying and youth violence; its effects are painfully evident in the context of teenage gangs and criminal activity, in tragedies such as in Littleton, Colorado; Tabor, Alberta and Victoria, B.C. It is an escalating trend that has never been adequately described or contested until Hold On to Your Kids. Once understood, it becomes self-evident -- as do the solutions. Hold On to Your Kids will restore parenting to its natural intuitive basis and the parent-child relationship to its rightful preeminence. The concepts, principles and practical advice contained in Hold On to Your Kids will empower parents to satisfy their children’s inborn need to find direction by turning towards a source of authority, contact and warmth. Something has changed. One can sense it, one can feel it, just not find the words for it. Children are not quite the same as we remember being. They seem less likely to take their cues from adults, less inclined to please those in charge, less afraid of getting into trouble. Parenting, too, seems to have changed. Our parents seemed more confident, more certain of themselves and had more impact on us, for better or for worse. For many, parenting does not feel natural. Adults through the ages have complained about children being less respectful of their elders and more difficult to manage than preceding generations, but could it be that this time it is for real? -- from Hold On to Your Kids","['Gordon Neufeld', 'Gabor Maté, MD']",http://books.google.com/books/content?id=2Qr98PzAKTkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=2Qr98PzAKTkC&printsec=frontcover&dq=Hold+on+to+Your+Kids:+Why+Parents+Need+to+Matter+More+Than+Peers&hl=&cd=1&source=gbs_api,Vintage Canada,2011-11-30,http://books.google.com/books?id=2Qr98PzAKTkC&dq=Hold+on+to+Your+Kids:+Why+Parents+Need+to+Matter+More+Than+Peers&hl=&source=gbs_api,['Family & Relationships'],2.0
6215,An only child,"Surviving a horrific school shooting, a six-year-old boy retreats into the world of books and art while making sobering observations about his mother's determination to prosecute the shooter's parents and the wider community's efforts to make sense of the tragedy.",['Rhiannon Navin'],http://books.google.com/books/content?id=st6DDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=st6DDwAAQBAJ&printsec=frontcover&dq=An+only+child&hl=&cd=1&source=gbs_api,Vintage,2019,http://books.google.com/books?id=st6DDwAAQBAJ&dq=An+only+child&hl=&source=gbs_api,['Fiction'],20.0
6216,Woodturning with Ray Allen: A Master's Designs & Techniques for Segmented Bowls & Vessels,"Move beyond basic woodturning with the creative approach to ""segmented"" woodturning, popularised by master woodturner, Ray Allen. Inside you will find more than just basic methods and tools, you will discover a whole new approach to turning wood.","['Dale L. Nish', 'Ray Allen']",http://books.google.com/books/content?id=go4zHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=go4zHAAACAAJ&dq=Woodturning+with+Ray+Allen:+A+Master%27s+Designs&hl=&cd=1&source=gbs_api,Fox Chapel Publishing Company Incorporated,2004,http://books.google.com/books?id=go4zHAAACAAJ&dq=Woodturning+with+Ray+Allen:+A+Master%27s+Designs&hl=&source=gbs_api,['Crafts & Hobbies'],1.0
